Estacion,Fecha,temperatura,radiacion,humedad relativa,precipitacion,velocidad viento,mojadura,direccion viento,eto,indice calor
Pueblo Real (ACAX-TNC),2024-10-04 11:00,19.8,437.8,73,0,7.1,0,271,0.0637,22.65
Pueblo Real (ACAX-TNC),2024-10-04 11:15,19.9,429.4,74,0,7.2,0,275.9,0.0628,22.45
Pueblo Real (ACAX-TNC),2024-10-04 11:30,19.6,426.5,73,0,7.4,0,245.4,0.062,22.66
Pueblo Real (ACAX-TNC),2024-10-04 11:45,20,888.1,73,0,9.5,0,253.6,0.115,22.64
Pueblo Real (ACAX-TNC),2024-10-04 12:00,20.7,891.1,70,0,7.6,0,285,0.119,23.19
Pueblo Real (ACAX-TNC),2024-10-04 12:15,20.9,895.9,70,0,9.1,0,234.6,0.1191,23.22
Pueblo Real (ACAX-TNC),2024-10-04 12:30,20.7,889.2,72,0,7.5,0,252.7,0.1192,22.88
Pueblo Real (ACAX-TNC),2024-10-04 12:45,20,887.5,74,0,7.8,0,239,0.1166,22.45
Pueblo Real (ACAX-TNC),2024-10-04 13:00,19.9,795.1,78,0,11.7,0,235.7,0.1024,21.6
Pueblo Real (ACAX-TNC),2024-10-04 13:15,19.4,659.7,81,0,9.5,0,251.2,0.0871,20.82
Pueblo Real (ACAX-TNC),2024-10-04 13:30,19.4,651.8,82,0,12.2,0,254.1,0.0841,20.55
Pueblo Real (ACAX-TNC),2024-10-04 13:45,20,763.8,81,0,15,0,278.4,0.0963,20.93
Pueblo Real (ACAX-TNC),2024-10-04 14:00,19.8,639.7,80,0,11.5,0,277.3,0.0846,21.12
Pueblo Real (ACAX-TNC),2024-10-04 14:15,19.4,430.1,79,0,10.8,0,266,0.0607,21.33
Pueblo Real (ACAX-TNC),2024-10-04 14:30,18.2,117.6,82,0,12.3,0,235.8,0.0242,20.6
Pueblo Real (ACAX-TNC),2024-10-04 14:45,17.7,141.7,84,0,10.5,0,243.5,0.0255,20.07
Pueblo Real (ACAX-TNC),2024-10-04 15:00,17.9,177,84,0,10.2,0,276.3,0.0295,20.02
Pueblo Real (ACAX-TNC),2024-10-04 15:15,17.6,258.4,85,0,13.2,0,274.6,0.0374,19.75
Pueblo Real (ACAX-TNC),2024-10-04 15:30,17.7,297.6,85,0,10.3,0,269.8,0.0422,19.72
Pueblo Real (ACAX-TNC),2024-10-04 15:45,18,268.6,84,0,9.7,0,255.5,0.0397,19.99
Pueblo Real (ACAX-TNC),2024-10-04 16:00,17.7,205.7,85,0,8.1,0,244.9,0.0323,19.72
Pueblo Real (ACAX-TNC),2024-10-04 16:15,17.6,189.6,85,0,9.4,0,259.8,0.0304,19.75
Pueblo Real (ACAX-TNC),2024-10-04 16:30,17.5,146.9,86,0,8.2,0,264,0.0253,19.41
Pueblo Real (ACAX-TNC),2024-10-04 16:45,17.1,103.6,88,0,6.7,0,286.1,0.0196,18.76
Pueblo Real (ACAX-TNC),2024-10-04 17:00,17,72.8,89,0,4.7,0,234.5,0.0157,18.38
Pueblo Real (ACAX-TNC),2024-10-04 17:15,16.7,51.8,91,0,4.1,1,264.5,0.0127,17.62
Pueblo Real (ACAX-TNC),2024-10-04 17:30,16.4,34.5,92,0,6.7,8,284.6,0.0106,17.27
Pueblo Real (ACAX-TNC),2024-10-04 17:45,15.9,19,93,0,2.7,10,322.1,0.0083,17.02
Pueblo Real (ACAX-TNC),2024-10-04 18:00,15.2,3.1,95,0,5.6,10,28.5,0.0062,16.4
Pueblo Real (ACAX-TNC),2024-10-04 18:15,14.8,0,96,0,4,10,10.4,0.0056,16.12
Pueblo Real (ACAX-TNC),2024-10-04 18:30,14.6,0,97,0,4.1,10,6.8,0.0054,15.69
Pueblo Real (ACAX-TNC),2024-10-04 18:45,14.4,0,98,0,4.7,10,24.2,0.0052,15.24
Pueblo Real (ACAX-TNC),2024-10-04 19:00,14.1,0,98,0,0.9,10,20.4,0.0054,15.51
Pueblo Real (ACAX-TNC),2024-10-04 19:15,14,0,99,0,0.8,10,25.3,0.0054,14.96
Pueblo Real (ACAX-TNC),2024-10-04 19:30,13.8,0,99,0,2.3,10,356.9,0.0052,15.16
Pueblo Real (ACAX-TNC),2024-10-04 19:45,13.2,0,99,0,0.8,10,313.3,0.0054,15.82
Pueblo Real (ACAX-TNC),2024-10-04 20:00,13.2,0,100,0,3.3,10,339.6,0.005,15.13
Pueblo Real (ACAX-TNC),2024-10-04 20:15,12.9,0,100,0,0.6,10,129,0.0053,15.5
Pueblo Real (ACAX-TNC),2024-10-04 20:30,12.8,0,100,0,1.6,10,222,0.0052,15.63
Pueblo Real (ACAX-TNC),2024-10-04 20:45,13,0,100,0,2.3,10,27.9,0.0051,15.37
Pueblo Real (ACAX-TNC),2024-10-04 21:00,12.9,0,100,0,2.2,10,55.3,0.0051,15.5
Pueblo Real (ACAX-TNC),2024-10-04 21:15,12.9,0,100,0,1.5,10,5.4,0.0052,15.5
Pueblo Real (ACAX-TNC),2024-10-04 21:30,13,0,100,0,2.4,10,12.5,0.0051,15.37
Pueblo Real (ACAX-TNC),2024-10-04 21:45,12.7,0,100,0,0.8,10,27,0.0053,15.76
Pueblo Real (ACAX-TNC),2024-10-04 22:00,12.6,0,100,0,0,10,33.8,0.0054,15.9
Pueblo Real (ACAX-TNC),2024-10-04 22:15,12.8,0,100,0,1.7,10,6.9,0.0052,15.63
Pueblo Real (ACAX-TNC),2024-10-04 22:30,12.9,0,100,0,2,10,39.8,0.0052,15.5
Pueblo Real (ACAX-TNC),2024-10-04 22:45,12.8,0,100,0,0,10,338.5,0.0054,15.63
Pueblo Real (ACAX-TNC),2024-10-04 23:00,12.8,0,100,0,1.3,10,57,0.0052,15.63
Pueblo Real (ACAX-TNC),2024-10-04 23:15,13,0,100,0,0.7,10,59.3,0.0053,15.37
Pueblo Real (ACAX-TNC),2024-10-04 23:30,13.5,0,100,0,3,10,90.8,0.0051,14.79
Pueblo Real (ACAX-TNC),2024-10-04 23:45,13.5,0,100,0,0,10,288.3,0.0054,14.79
